Iteration	Equisetales_sigma2	Psilotales_sigma2	Ophioglossales_sigma2	Marattiales_sigma2	Osmundales_sigma2	Gleicheniales_sigma2	Hymenophyllales_sigma2	Schizaeales_sigma2	Salviniales_sigma2	Cyatheales_sigma2	Polypodiales_sigma2	Node_0_sigma2	Node_1_sigma2	Node_2_sigma2	Node_3_sigma2	Node_4_sigma2	Node_5_sigma2	Node_6_sigma2	Node_7_sigma2	Node_8_sigma2	Node_9_sigma2	Node_0_trait	Node_1_trait	Node_2_trait	Node_3_trait	Node_4_trait	Node_5_trait	Node_6_trait	Node_7_trait	Node_8_trait	Node_9_trait	ll
327	16712.5	15995.585	15523.145	22278.775	10258.205	9972.649	13174.058	6243.3735	10826.685	11185.818	9893.862	13276.877	14059.841	8986.077	16551.428	11553.492	14543.6875	12141.245	9822.627	17862.123	10133.106	317.10028	327.2998	352.8817	326.93988	331.50967	302.19864	297.9278	283.02136	224.33029	216.38329	-75.506
328	11318.213	18023.363	8206.556	10510.379	12898.615	17674.625	12950.383	23352.633	19471.871	14458.678	9754.174	18024.447	12232.002	16926.217	12468.796	7853.0815	14474.848	14979.374	16573.953	13985.1	12417.532	353.50494	347.5552	353.02933	342.16135	344.75424	322.7622	326.37045	289.4935	249.25475	237.51881	-75.277664
329	14693.92	8566.36	20321.477	10200.861	13606.954	16616.162	17620.047	4774.4727	9426.664	27910.713	16392.674	15250.755	19076.285	8789.902	12798.262	11643.918	16459.486	15263.166	13004.951	11427.431	11885.878	282.83337	313.10272	373.3969	310.87216	317.40216	295.3175	296.15372	274.4371	237.61635	232.1312	-75.84501
330	11557.944	9227.205	20029.578	9691.715	15627.536	18331.02	15523.218	11848.021	9713.922	20451.037	16913.71	16950.867	19186.32	11347.112	12189.428	15538.814	14915.54	13406.082	18098.082	11674.886	11381.153	326.46237	337.21475	396.83163	329.55093	329.89175	306.7201	309.46606	270.36847	232.9552	226.88947	-75.58831
331	11111.245	14783.301	14020.168	11883.498	13568.869	13963.045	18006.904	14621.999	13088.551	12514.947	12173.268	14582.047	12352.499	14139.269	15507.844	12119.763	18916.408	15376.351	11989.969	13058.939	14779.565	214.3999	240.34372	306.43826	250.45059	267.37866	252.10332	255.70294	237.96585	208.4941	201.41856	-75.552
332	8969.921	14769.364	11026.4375	9498.071	12921.564	13425.939	19972.965	13539.708	15847.814	11405.383	12754.045	15303.132	14598.09	14782.836	14477.981	11195.252	19915.523	13989.729	9921.66	12824.86	15826.442	188.0318	223.27258	293.73853	235.87604	255.26299	242.08981	244.39807	232.78815	206.82027	198.93411	-75.591705
333	9411.07	16500.02	9983.24	8579.63	10717.401	16963.287	21123.477	12407.139	18717.576	13563.268	16334.092	14476.173	17862.361	24903.025	14093.51	10539.437	17057.75	13936.61	10819.201	14395.827	15941.416	203.81967	240.12225	315.35236	253.25198	274.34702	261.39355	263.6623	250.0535	220.22708	211.10858	-75.73669
334	19142.072	12676.389	22785.145	14990.335	8689.561	10588.994	13861.057	10463.074	20105.805	10766.625	11390.253	22596.232	17890.27	8560.399	14773.168	15319.808	20079.38	10325.635	12199.696	13228.975	18500.533	235.07031	279.28992	327.68118	290.17163	315.10345	286.71527	285.29105	268.6018	234.62029	218.93329	-76.89362
335	9209.789	18855.154	7868.8774	11325.317	13472.999	14779.636	7630.044	17661.854	10069.133	6147.177	15165.026	11348.963	10212.036	20106.842	15642.611	13598.133	10510.449	19434.285	16689.533	16786.938	12048.462	390.15057	377.0183	364.9515	363.6882	359.98724	339.67798	351.8021	291.4646	222.43832	208.00888	-75.77818
336	22992.777	17252.75	16973.822	14808.884	9440.113	19074.41	7160.3774	11776.377	24949.117	17882.951	16050.55	15230.378	15361.3125	11326.56	18352.098	13713.361	17944.35	14110.818	17085.168	13566.579	9415.648	346.21042	358.60577	379.73038	362.94684	379.0991	358.49216	370.47717	320.50726	280.14908	270.14786	-76.15983
337	7315.1875	14438.863	11644.885	12994.971	20315.16	12805.27	29970.594	14880.391	7395.701	11371.184	11413.555	13380.97	15815.715	15712.883	12562.181	10350.678	11713.641	10718.383	12541.269	21211.633	20212.795	241.6664	256.324	319.14948	255.06558	257.26007	242.60596	239.48026	228.3793	180.35403	177.34418	-74.40653
338	14856.611	23302.666	16815.234	14810.932	18351.205	21565.219	12082.786	11639.133	14721.468	15199.398	18536.084	13837.547	20782.922	14651.074	15545.188	20939.475	9055.364	23310.422	18598.502	15547.99	20734.5	134.41222	190.48312	250.69672	209.3979	251.72997	254.23148	279.7299	238.63087	208.33192	200.18874	-76.36449
339	11003.789	17503.129	11137.471	15555.316	16259.973	20256.059	12155.867	17050.627	16362.483	8996.367	18025.064	18774.303	23241.234	9519.391	14234.272	13384.812	11918.238	14962.855	10295.242	13866.081	14185.798	220.39462	259.42453	294.91467	266.86902	282.61603	275.45554	289.21805	258.30154	221.07777	209.24579	-75.45494
340	15589.905	14772.252	17126.521	13354.517	9239.145	9484.647	17301.322	10927.334	10598.653	16802.795	9250.386	14119.461	10231.64	20032.96	14006.122	9572.255	17514.934	13886.275	17489.613	21688.473	9278.075	348.91922	350.19928	393.47974	345.46255	348.14124	308.43573	296.748	278.28125	218.33258	213.68304	-75.76174
341	12291.968	11523.363	19202.959	15058.279	8316.765	8515.372	14789.125	10109.169	11163.715	21898.492	12485.5625	15207.925	10807.889	19475.473	15004.938	10107.434	15329.175	13332.96	19150.781	15750.961	10401.629	377.58597	376.74982	427.11133	368.0992	367.24518	325.2976	310.81262	286.86737	238.37701	232.20404	-76.41426
342	9938.28	16476.871	7893.929	10575.118	20579.598	23971.535	13530.35	17343.78	16974.518	8562.8	16348.118	12020.252	9982.631	9874.152	13239.778	18765.047	14398.917	16865.824	8792.552	12786.879	20213.14	269.23212	277.03247	305.3076	277.26047	288.88608	278.14496	292.421	262.7048	227.2943	209.50629	-74.65365
343	13420.703	13696.945	16336.18	16518.518	10609.14	7987.2925	12884.76	15799.464	12399.627	20581.953	9483.309	15183.883	17316.543	15188.995	15038.59	10399.417	14078.907	11435.553	18549.719	12300.294	10564.928	349.3584	349.6714	388.72467	342.13104	340.63596	307.04102	297.70905	272.00458	236.16231	229.48207	-76.14803
344	10443.725	11913.512	11752.838	15950.4795	11205.367	8922.348	13860.118	17874.63	14678.626	14303.523	10638.065	12511.32	14688.652	9302.422	17734.074	10760.559	9240.493	11849.174	12742.556	18585.807	14169.194	293.96075	308.73444	347.07043	307.58145	312.0749	294.4344	288.23724	273.42807	226.27463	217.2918	-75.88455
345	16813.887	23390.656	15210.1875	6763.965	14368.697	23833.441	16713.281	10369.391	14049.467	10793.427	18353.463	18107.076	17882.764	16964.227	11129.433	13976.82	22381.848	17265.951	17406.266	11210.434	12224.177	249.98373	268.07755	309.1682	271.1922	289.42612	274.35648	284.55914	249.95564	219.88477	211.1019	-74.99548
346	12976.754	19004.322	13595.617	20947.104	21545.217	8399.623	10385.602	20367.11	12601.7295	12524.189	13030.886	14070.8	19761.652	10666.611	17905.494	14871.027	10066.876	13618.678	8140.1064	18698.379	9581.224	189.59741	225.85466	272.16986	235.12112	249.6187	244.84514	252.36856	235.63484	197.7814	194.13696	-75.90836
347	14925.202	21144.922	18532.62	16822.451	19696.402	11268.379	10767.848	11988.826	21606.885	10367.462	26535.11	13215.621	17709.23	13908.979	13003.822	18956.572	11441.88	17372.88	13251.488	16934.951	8951.368	170.69351	211.1239	268.8509	222.7611	252.27396	251.7228	265.02917	240.247	207.29268	201.62302	-76.26451
348	11959.957	10169.469	10749.215	11268.734	10482.5205	15929.122	19209.975	14189.56	7578.9233	17878.723	7222.734	12613.008	10712.69	11238.994	12707.447	9870.188	16593.58	9407.903	15438.549	11934.617	23773.785	456.89453	433.8236	439.63483	411.81372	398.39883	345.5039	340.47357	297.47552	244.93771	227.69946	-76.56715
349	18641.19	11167.208	22140.592	13090.648	17558.4	14921.701	9936.081	14169.006	11901.439	13610.887	10256.464	15524.965	8952.111	9182.978	20267.479	19441.422	15495.633	27453.664	15000.316	19193.934	10299.032	386.5652	384.41104	416.45026	366.5578	357.89578	331.34558	339.1585	297.1841	234.53622	226.26079	-75.62244
350	9072.428	16271.948	10830.341	17660.877	16404.123	15469.483	21697.988	15577.63	13733.83	18959.049	11733.363	19921.412	5419.042	16378.923	11658.508	10404.834	15299.95	9011.635	10795.537	20292.176	13956.773	301.9362	304.24316	341.3614	302.70343	305.24277	284.27112	282.92978	268.90375	222.103	215.60657	-74.78315
351	21368.805	8746.804	17285.045	10055.9375	14973.532	9225.463	11638.756	13922.184	14722.857	18004.621	11923.207	15070.333	10774.299	16765.004	13406.3125	12918.583	21304.525	6858.757	16692.096	13261.767	5799.79	486.00253	459.20367	483.9388	430.02686	407.15015	344.01703	337.51526	303.7067	258.65784	253.10066	-77.13067
352	7526.1353	18670.12	12402.856	19639.605	16372.161	26938.918	21688.576	12667.966	15037.17	11537.802	15563.998	14883.356	13620.925	11524.869	17565.502	11579.337	8626.107	25375.455	6698.7495	18560.424	19618.36	370.52414	361.08597	371.7746	348.61896	342.2566	325.27222	326.9029	309.60376	249.38495	230.91626	-75.037155
353	11504.904	21423.184	19612.99	13153.695	14693.752	17648.586	12989.11	21759.742	8732.859	20348.879	11173.887	20840.6	12968.168	14725.989	11190.801	10010.431	18469.225	12280.567	13624.861	19863.78	17117.672	268.62442	283.57355	324.0336	287.16882	297.46967	281.69968	289.6922	258.89853	207.17905	202.48628	-75.3183
354	13404.599	10697.877	11842.77	14135.398	17710.547	10114.386	16837.443	9413.207	22422.44	8444.11	18180.129	8055.214	15168.41	12192.357	17219.727	15735.946	10577.297	14419.57	11004.912	9429.164	13066.8	338.7772	336.42773	378.85004	322.40857	312.6885	291.1604	283.93134	271.16357	242.4066	227.13742	-75.41632
355	11865.209	11872.227	18745.908	8493.789	18207.77	19303.836	14112.016	21176.99	12464.219	17542.115	11128.403	13921.32	15012.08	14040.291	13285.008	15236.102	13791.463	17852.262	10357.708	11132.745	6842.685	286.7218	298.46616	363.18198	294.05832	299.39618	283.76105	293.81146	264.04724	231.79779	227.30383	-75.2678
356	12645.129	14039.367	10445.109	11959.512	8218.327	17102.627	10375.404	9001.121	12405.234	6880.081	15955.424	15867.262	19123.625	10489.61	15739.639	22848.967	13661.266	11180.635	11920.864	15911.646	18009.756	353.32257	356.15784	373.1507	352.81458	366.79324	337.8748	342.01993	304.09277	240.20787	217.69038	-75.856094
357	15311.672	15390.786	18137.787	17198.178	19909.125	12018.842	18902.09	16174.029	14949.447	24688.758	11530.772	12886.553	11151.233	19984.912	10901.115	8687.439	14302.95	17543.336	14930.07	11691.576	13759.6045	315.98196	316.79495	372.1347	311.34894	308.87097	286.34717	280.7827	264.23965	236.09618	228.95354	-75.25261
358	8360.176	14939.699	22422.418	15779.15	16131.344	10754.916	17703.168	15237.816	12066.596	21405.785	9416.107	16362.889	10853.139	10859.589	5866.9976	8715.146	14034.227	8959.576	13136.207	12687.322	11985.728	331.38803	330.9364	368.2642	326.71188	322.17386	293.4458	288.8002	269.63785	233.59712	226.677	-75.077705
359	17884.486	16161.14	8134.8604	12014.166	16620.488	17168.516	10673.775	12705.545	16180.3545	8262.226	18750.164	11811.796	17816.512	19535.668	29246.578	14176.656	14319.602	19956.496	15208.736	17098.713	20855.512	301.99805	308.23892	337.87662	307.09708	315.96692	302.39816	315.6939	275.05453	226.49649	207.95502	-75.359795
360	14683.652	10765.846	14382.105	16455.877	12836.436	9643.1455	17538.184	11356.281	19577.521	16881.418	8368.719	8061.1387	12463.851	8280.249	8496.528	11506.155	11283.811	14155.526	8664.049	23395.363	15137.587	356.12173	355.69403	386.51904	349.13727	342.97232	316.42944	303.46606	301.31793	242.23462	230.53658	-75.576614
361	28421.465	12814.1875	12777.347	28129.055	15113.742	14548.473	12715.061	10338.5625	12921.762	16124.314	13514.745	10182.084	8616.463	11415.428	11386.354	10795.908	10334.561	29956.535	16459.816	12359.416	16359.456	437.0244	423.43085	429.77148	408.58072	392.31403	363.7015	353.36737	317.1474	269.76486	253.41705	-76.21221
362	12104.191	16924.361	24967.016	19245.988	11593.713	12625.018	12149.18	12117.336	17704.807	22366.783	15693.04	12600.4795	10305.419	16066.247	10571.831	10775.326	8626.059	12717.014	14343.82	13472.717	16832.723	417.05948	406.6801	429.9171	395.56573	385.75934	362.85492	355.56778	327.62244	284.1986	268.8673	-76.16802
363	18570.055	9056.193	8970.836	15340.626	16238.959	19867.283	17780.883	13458.783	13620.678	13203.489	14670.522	13923.152	18908.508	13793.357	17631.645	16394.426	14027.537	15792.79	18263.508	9761.591	12841.395	421.6432	400.39365	419.0661	380.62924	365.92664	334.92566	333.41574	290.21863	255.37903	242.59602	-76.07364
364	10158.079	17178.098	8960.951	19693.697	16830.443	17052.92	21354.443	11200.656	9822.458	7146.4062	22174.951	11239.658	17533.986	16904.875	8552.337	11958.793	14765.224	8062.3994	15554.012	10737.842	10400.062	237.7346	257.44382	306.58893	259.73236	267.83542	252.01907	253.9714	228.8164	196.79474	189.29031	-74.87139
365	10525.123	15933.026	7667.0913	18307.486	15122.075	21279.164	21807.314	12993.93	9497.872	7732.894	19244.576	10939.826	18586.32	15829.733	10515.131	11788.906	11264.779	8452.675	13043.617	10235.875	10221.078	281.48654	289.52057	322.87036	288.51968	291.282	273.51294	275.53934	246.47269	210.85126	202.10394	-74.918755
366	18636.658	15984.804	16395.207	16737.543	17251.846	9119.8	9177.865	17120.758	23192.744	28553.746	8619.825	12576.721	15750.42	9535.473	19556.977	14071.511	15564.947	11585.025	9797.693	28797.188	12399.178	276.20938	295.12173	330.2295	298.4543	308.65802	295.79916	297.9958	284.49738	232.8945	226.86014	-76.07236
367	9002.418	18661.236	12156.725	14245.068	22391.797	22206.166	15895.827	10825.982	8977.769	6262.5396	21755.613	17854.799	14270.877	18788.773	11728.619	12826.438	13228.621	14317.062	11806.143	8627.671	18603.078	393.51532	370.4068	380.79517	354.74686	338.2417	308.02203	312.94003	272.6231	233.13797	210.36409	-75.25555
368	13259.199	16042.103	20517.945	14784.02	17227.512	10256.542	13168.342	15827.469	12376.648	9763.713	11430.417	20448.756	16916.13	17921.793	12573.495	12983.475	12915.195	13154.748	12149.354	13835.502	14228.098	411.15253	387.03085	415.48624	369.47427	352.00626	318.32532	311.7666	288.19037	238.42862	223.99005	-75.815414
369	13383.076	14197.682	12595.818	13756.114	17162.033	17016.4	15246.669	10876.234	12922.415	11012.324	19073.701	14565.7295	19140.082	11541.279	8278.631	12702.7705	8759.56	16141.101	6520.916	14650.543	14891.549	361.07477	348.75687	373.84143	341.1237	332.512	314.458	315.66052	298.44208	246.59866	232.08408	-75.20258
370	13054.158	15051.015	15290.863	17298.453	12693.688	9931.733	15098.745	16538.963	13482.87	15100.099	7705.744	13338.187	12087.166	15464.1	23636.832	14465.505	23165.531	13307.795	18348.195	18749.307	15577.214	215.22618	241.27959	311.32605	258.35663	278.8926	258.70486	258.49658	240.56607	204.90308	199.95363	-76.056015
371	14920.249	16618.982	12760.3955	11731.517	22360.277	19681.662	15703.221	8534.339	14606.584	12490.111	21753.246	16022.898	10468.274	14306.906	8409.866	5435.1543	7309.288	14989.706	10746.643	7073.6973	15300.768	380.37195	364.01474	381.01584	352.07623	345.21597	328.82947	329.8828	300.2417	273.0755	255.8151	-75.06471
372	15332.245	18810.773	15057.461	11622.484	16191.376	13578.034	14803.038	7461.245	12582.804	10559.337	12162.453	18826.027	9322.227	19264.848	11817.981	7454.0405	11243.539	16846.133	13020.438	10831.611	14488.258	285.49945	290.7172	338.3168	289.86945	293.59	280.0983	283.14258	259.5878	226.4671	214.93817	-74.63614
373	12658.195	25757.91	15522.641	13871.518	16593.531	22089.28	17730.066	9346.439	7466.185	10450.12	12835.579	17914.291	12413.791	19914.518	10770.467	8007.4736	10722.012	19111.793	16302.346	13947.34	17542.299	330.34866	325.45877	347.1595	319.8996	318.6891	300.7833	305.82474	264.83136	213.65881	202.88867	-74.577
374	14681.678	10960.796	12622.875	16511.904	15812.608	8565.471	6790.542	16079.368	27006.21	18037.756	12757.901	11439.512	17394.648	8338.08	10698.999	18215.43	16213.055	9373.88	11514.037	16938.086	16109.021	278.11917	305.3718	346.51318	307.47156	322.19232	308.7684	313.828	291.19666	252.84482	240.25581	-76.63466
375	9453.771	12057.623	14972.162	15067.891	17829.021	8304.251	21947.855	12892.195	8694.501	15912.512	15688.416	10594.459	16178.734	16135.083	14059.076	15711.475	18212.98	22860.168	4998.4346	12169.17	14479.97	285.52463	293.08594	359.9109	286.39014	281.85364	248.48715	235.75471	240.87085	206.9561	201.48271	-75.23906
376	20570.965	17798.934	15276.375	10016.112	17278.865	8041.16	7120.935	11480.847	19661.701	12038.722	16634.95	10612.58	20979.352	13743.828	16043.663	13532.634	8816.895	8616.513	26029.021	17140.459	14161.67	332.20895	331.4183	360.00528	324.27618	327.54382	316.91388	318.09235	276.95123	234.09229	222.82837	-75.96601
377	6959.4355	13624.796	13048.644	22651.229	15660.344	23939.803	25236.855	15525.024	10311.15	8629.3	11750.484	14061.638	11852.824	13248.178	8657.953	13729.038	16088.341	20467.096	7284.042	14172.303	12554.923	364.1348	357.72467	385.15622	350.5929	339.65787	303.00055	302.92685	283.88544	229.5799	216.96393	-75.11502
378	23112.219	18256.926	15594.59	11933.969	12344.503	9756.593	10924.875	12020.092	13753.858	20254.031	13692.844	11569.061	16383.953	14229.536	24116.89	15698.758	11845.853	7557.2275	12224.375	18024.635	27262.498	327.5193	330.23532	359.25742	323.40485	328.72992	308.82938	307.28412	287.78723	240.45961	225.64299	-75.9254
379	8545.203	11054.402	12754.3125	15715.745	19329.719	13041.553	20879.014	16847.338	12835.1875	8561.166	13685.65	16127.129	8659.15	13985.007	5240.318	11724.19	16154.883	22627.371	16133.959	12537.346	6445.9043	302.1212	305.78607	363.82437	303.1066	299.6872	273.0026	268.79785	245.43643	209.80768	204.67639	-74.87547
380	9984.545	15636.615	24085.242	20791.348	17337.463	14072.062	23724.863	12816.351	14671.097	13462.826	23000.387	14698.489	12573.327	14814.463	9036.092	11183.375	8725.01	13104.288	11076.765	14317.895	8992.575	404.24026	387.61206	417.29797	374.94852	357.29883	332.88684	323.0681	305.92212	257.09827	248.36673	-75.79356
381	14916.181	15442.789	19400.268	20223.9	20596.936	8905.262	21876.68	13022.748	17767.406	10993.395	21729.506	13924.375	11570.947	16512.99	8640.705	11213.952	9722.254	18977.139	8107.2036	18901.262	10434.236	441.67825	414.01913	432.26477	396.48837	368.77277	335.78168	308.95963	316.17505	253.99734	242.58722	-76.44445
382	9820.154	15234.416	18869.598	11463.287	19140.63	10594.742	16383.391	14258.144	22939.182	14125.898	11786.602	14432.613	21185.352	15265.321	16655.855	11100.474	8673.714	10487.59	12270.897	11938.328	8746.93	378.088	357.78403	392.61517	338.1004	327.5673	308.6048	302.12894	285.68	252.21994	243.45102	-75.36509
383	10174.279	9864.307	10859.31	15684.632	13676.074	13244.653	15122.047	14668.774	14426.283	18702.623	18829.26	21023.674	14412.298	12661.83	8987.243	15142.279	8830.442	9970.671	12235.291	10801.851	10694.092	305.86838	316.9063	369.97662	314.565	316.83948	301.6387	300.655	278.62292	247.5896	240.1713	-75.76854
384	17398.83	14454.377	18463.396	16440.379	7703.834	10546.053	9805.62	12462.412	13037.598	9081.89	9131.549	9241.065	15863.54	14609.356	15393.736	13160.094	18484.379	8850.947	14836.421	16785.96	9893.277	403.8492	399.25732	421.9663	391.09454	391.2542	342.30606	339.18552	302.52554	239.00941	227.37529	-76.343575
385	12666.927	23306.844	8431.75	9568.2295	15287.582	16912.357	12990.064	11220.734	21648.63	16438.152	12602.992	24509.457	20623.766	12173.895	16763.773	17912.24	9844.187	17780.73	11991.502	17524.492	16733.201	202.13959	237.44183	271.4104	249.7695	278.6825	275.58295	286.87296	263.1714	228.52954	218.96808	-75.14107
386	13818.597	7561.178	24395.844	11372.332	15023.381	12015.873	19182.861	18655.826	12117.613	13847.646	7428.429	13809.217	15124.686	12793.075	16786.842	14925.458	22267.412	9001.241	12602.764	14679.4375	26116.072	323.61172	336.72098	418.17917	326.3108	324.33838	284.55582	281.46225	263.1688	224.12619	210.00974	-75.73462
387	14881.682	10925.99	8172.122	20074.422	13341.736	14315.628	14477.788	11276.861	21301.092	17260.37	14903.98	14247.474	12147.534	9872.438	7341.6265	17653.35	12316.692	12790.623	25088.314	13821.707	12209.193	295.7441	310.224	345.79056	311.54294	324.0188	309.1353	308.93292	274.58765	242.56337	233.93683	-75.7394
388	14160.131	30921.312	11922.148	18921.857	11514.927	14962.955	16196.179	11745.319	15747.431	23708.645	18878.059	13375.14	26442.273	15575.995	7627.1924	14311.642	8163.2656	11809.262	13169.171	15447.474	14671.307	276.25037	295.62027	311.13266	298.3234	312.05588	301.13876	300.9065	281.0993	243.57472	235.68356	-75.55311
389	15124.6	15526.846	7746.52	23530.762	11464.84	14372.699	15886.279	17440.777	17359.152	23317.672	25368.1	14589.21	20590.809	10884.245	6505.0156	18622.23	10147.332	10408.783	20708.355	13689.945	15213.523	347.34482	346.73703	354.56732	345.65436	349.3647	330.64865	327.06653	294.1348	259.16663	249.74948	-76.11788
390	14700.003	15251.904	20040.164	5703.989	12683.222	15091.85	14366.23	11465.232	10034.46	7622.371	6426.508	12351.698	9041.4795	15241.421	24015.742	12381.288	19101.479	17744.057	9115.87	15528.001	17333.857	319.50845	320.27225	368.08243	306.71512	313.63672	284.9946	290.1217	266.4415	215.22032	201.75487	-74.851845
391	11715.842	16904.52	9071.718	14814.067	9476.781	7792.8306	16750.717	10313.088	14722.633	15588.136	13445.415	10964.256	17182.996	8997.688	9020.327	9476.167	10755.512	11415.405	15789.086	11708.626	11469.75	297.3849	307.15237	326.5786	307.1282	312.3675	288.7103	277.76877	264.6668	233.33728	225.55984	-75.69596
392	15014.658	11580.916	9541.913	13384.85	9113.514	12922.23	22038.064	15952.214	21642.293	9262.4795	10307.591	15456.521	18013.809	20537.64	5069.8184	15213.611	11038.8955	21055.115	17448.912	16483.6	12248.087	344.54086	345.21564	383.85846	343.4483	347.2779	321.50613	307.51895	286.785	238.41214	225.01094	-76.00019
393	13616.171	20803.506	19110.607	14136.41	24541.174	15880.842	9204.74	10388.206	7850.019	19965.023	16764.396	13877.432	12422.661	10285.223	33466.227	14863.229	17795.148	8897.697	11407.973	13697.271	22209.45	258.81433	272.34106	306.19717	277.82785	288.268	280.16846	291.11734	259.32584	216.15923	208.16963	-75.31728
394	14715.783	11678.649	8808.591	13758.279	7337.3076	12990.82	19005.846	17254.148	16575.865	8327.424	10173.542	13581.868	14422.143	7595.957	4349.45	10248.867	10988.133	19528.889	17615.812	16087.39	12340.301	376.4552	372.9094	383.98074	370.83084	372.4726	341.56125	327.48438	297.8385	241.32162	226.17154	-76.19843
395	12473.815	22340.22	15250.479	16776.55	17197.16	14654.358	7483.957	9791.753	12889.885	17137.762	11005.794	12469.165	17323.38	21924.55	16998.785	20944.688	16819.004	10757.173	10705.205	9687.87	19029.404	277.81335	292.6677	334.3405	297.21695	315.46445	304.24686	317.5965	281.95435	250.42085	235.55179	-75.39004
396	9486.801	9264.052	13447.711	10953.627	13613.639	14344.765	20589.08	19331.656	15443.187	11113.799	17091.246	11370.109	11764.086	8213.76	12727.362	7774.214	11533.544	17267.482	17944.709	21644.812	13253.22	401.8215	391.41742	417.38977	374.84415	368.06253	339.92157	328.7436	301.71237	236.92793	225.18509	-75.88212
397	18182.748	20558.805	14895.256	9403.588	15464.262	17892.23	12447.98	9294.813	8187.263	17680.78	9201.957	18650.277	11588.527	13257.088	13483.822	7777.751	15233.37	10400.479	8595.444	10438.705	18024.19	278.26816	286.6787	320.91965	287.10193	293.20825	277.80685	285.97647	260.63925	224.69244	215.57538	-74.846176
398	12960.168	10329.594	12800.068	19616.059	15636.437	11850.439	15864.887	21533.139	20013.463	10415.824	20877.38	10184.959	16549.03	15496.047	13562.621	19870.959	14585.746	13357.191	20306.367	19069.59	9215.755	347.59137	349.57013	398.00595	342.30414	336.38208	309.75043	304.45404	275.5054	227.27194	219.41856	-75.97219
399	11038.285	23071.521	14917.176	11215.984	12541.783	9942.109	17328.934	9858.937	5581.9985	18924.51	10312.939	11015.014	12826.744	13702.105	21269.871	14151.787	13723.003	17811.244	12090.151	15995.479	11336.49	247.7816	260.69098	298.387	265.15588	276.69415	256.4039	253.48242	237.88385	189.0777	187.96231	-75.10676
400	12558.407	20080.895	20847.557	12271.67	12723.055	9970.557	18121.05	11395.076	6810.576	24525.008	12121.739	12368.66	11095.182	13520.365	21575.875	14189.803	13007.953	16459.69	12610.109	14910.42	9900.894	232.65671	248.88335	299.2097	256.65536	270.3125	252.85936	249.9319	235.71751	195.30994	194.04735	-75.62006
